w3m_project:w3m;git://anonscm.debian.org/collab-maint/w3m.git;http://w3m.sourceforge.net/;git;tag;software_type
todd_miller:sudo;https://www.sudo.ws/repos/sudo;https://www.sudo.ws/;hg;tag;system_software
revive-adserver:revive_adserver;https://github.com/revive-adserver/revive-adserver.git;http://www.revive-adserver.com/;git;tag;software_type
google:v8;https://github.com/v8/v8.git;https://github.com/v8/v8/wiki;git;-;system_software
gnu:mailman;https://gitlab.com/mailman/mailman.git;https://www.gnu.org/s/mailman/;git;-;software_type
firebirdsql:firebird;https://github.com/FirebirdSQL/firebird.git;http://www.firebirdsql.org/;git;tag;software_type
graphicsmagick:graphicsmagick;http://hg.code.sf.net/p/graphicsmagick/code;www.graphicsmagick.org/;hg;tag;software_type
zabbix:zabbix;svn://svn.zabbix.com/trunk;http://www.zabbix.com/;svn;-;software_type
python:python;https://github.com/python/cpython.git;https://www.python.org/;git;tag;software_type
spip:spip;https://github.com/spip/SPIP.git;http://core.spip.org/;git;tag;software_type
poppler:poppler;https://anongit.freedesktop.org/git/poppler/poppler.git;https://poppler.freedesktop.org/;git;tag;software_type
openjpeg:openjpeg;https://github.com/uclouvain/openjpeg;http://www.openjpeg.org/;git;tag;system_software
oscommerce:oscommerce;https://github.com/osCommerce/oscommerce2.git;http://www.oscommerce.com/;git;tag;software_type
mplayer:mplayer;svn://svn.mplayerhq.hu/mplayer/trunk;http://mplayerhq.hu/;svn;-;software_type
lighttpd:lighttpd;https://github.com/lighttpd/lighttpd1.4.git;https://www.lighttpd.net/;git;tag;software_type
freeradius:freeradius;https://github.com/FreeRADIUS/freeradius-server.git;http://freeradius.org/;git;tag;software_type
dotnetnuke:dotnetnuke;https://github.com/dnnsoftware/Dnn.Platform.git;http://www.dnnsoftware.com/;git;tag;software_type
zope:zope;https://github.com/zopefoundation/Zope.git;http://www.zope.org;git;tag;software_type
yabb:yabb;https://svn.code.sf.net/p/yabb/svn/trunk;www.yabbforum.com/;svn;-;software_type
xpdf:xpdf;https://github.com/tmyroadctfig/xpdf.git;http://www.xpdfreader.com/;git;-;software_type
xorg:x11;https://github.com/mirror/libX11.git;https://www.x.org/;git;-;system_software
roundcube:webmail;https://github.com/roundcube/roundcubemail.git;http://roundcube.net/;git;tag;software_type
podofo_project:podofo;http://svn.code.sf.net/p/podofo/code/podofo/trunk;http://podofo.sourceforge.net/;svn;-;software_type
phpgroupware:phpgroupware;http://svn.savannah.gnu.org/svn/phpgroupware/core;http://savannah.gnu.org/projects/phpgroupware/;svn;tag;software_type
oracle:glassfish_server;https://github.com/javaee/glassfish.git;https://javaee.github.io/glassfish/;git;tag;software_type
nagios:nagios;https://github.com/NagiosEnterprises/nagioscore.git;https://www.nagios.org/;git;tag;software_type
geeklog:geeklog;https://github.com/Geeklog-Core/geeklog.git;https://www.geeklog.net/;git;-;software_type
claroline:claroline;https://github.com/claroline/Claroline.git;http://www.claroline.net/;git;tag;software_type
bigtreecms:bigtree_cms;https://github.com/bigtreecms/BigTree-CMS.git;http://www.bigtreecms.org/;git;tag;software_type
apple:darwin_streaming_server;https://github.com/macosforge/dss.git;https://macosforge.github.io/dss/;git;tag;software_type
php_fusion:php_fusion;https://github.com/php-fusion/PHP-Fusion.git;https://www.php-fusion.co.uk/;git;-;software_type
openafs:openafs;https://github.com/openafs/openafs.git;http://www.openafs.org/;git;tag;system_software
libcurl:libcurl;https://github.com/curl/curl.git;https://curl.haxx.se/;git;tag;system_software
dovecot:dovecot;https://github.com/dovecot/core.git;http://www.dovecot.org/;git;tag;software_type
dotclear:dotclear;https://github.com/dotclear/dotclear.git;https://dotclear.org/;git;tag;software_type
twiki:twiki;http://svn.twiki.org/svn/twiki/trunk;http://twiki.org/;svn;-;software_type
quagga:quagga;https://github.com/Quagga/quagga.git;http://www.nongnu.org/quagga/;git;tag;software_type
piwigo:piwigo;https://github.com/Piwigo/Piwigo.git;http://piwigo.org/;git;tag;software_type
oracle:berkeley_db;https://github.com/berkeleydb/libdb.git;https://www.oracle.com/database/berkeley-db/db.html;git;-;software_type
openstack:compute;https://github.com/openstack/compute-hyperv.git;https://www.openstack.org/software/project-navigator#compute;git;-;system_software
lockon:ec-cube;https://github.com/EC-CUBE/ec-cube.git;http://www.ec-cube.net/;git;tag;software_type
horde:groupware;https://github.com/horde/base.git;https://www.horde.org/;git;tag;software_type
pligg:pligg_cms;https://github.com/Kliqqi-CMS/Kliqqi-CMS.git;https://www.kliqqi.com/;git;tag;software_type
pcre:pcre;svn://vcs.exim.org/pcre/code/trunk;https://www.pcre.org/;svn;-;software_type
mybb:merge_system;https://github.com/mybb/merge-system.git;https://www.mybb.com/;git;-;software_type
mirabilis:icq;https://github.com/mailru/icqdesktop.git;https://icq.com/;git;-;software_type
libgd:libgd;https://github.com/libgd/libgd.git;http://libgd.org/;git;tag;system_software
perl:perl;https://github.com/Perl/perl5.git;http://dev.perl.org/perl5/;git;tag;software_type
openstack:keystone;https://github.com/openstack/keystone.git;https://wiki.openstack.org/wiki/Keystone;git;tag;system_software
moinmoin:moinmoin;https://bitbucket.org/thomaswaldmann/moin-1.9;https://moinmo.in/;hg;tag;software_type
